Emotion,author,Sentence
fear,kelly960,"@Ozalina It's been fine for me for like, a week, but now it just won't load."
fear,lillycarrico,Can't sleep....restless mind! Agh
fear,liedra,"@demios101 oh, sorry to hear about this too  sad"
fear,fingermarked,My mock ACET scores have shown me that I am doomed to fail not because of ignorance but because of stupidity.
fear,draganamusic,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!"
fear,scribblegurl,"The horror that is Maggie Gallagher is still with me. Such a big ball of ignorance. You can't reason with idiots like that, which sucks."
fear,kimimd2b,Can't sleep bc I know I have to be up early !
fear,jaimekristene,I'm bummed that I didn't get TEDx tickets
fear,mentor2mentor,@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.
fear,aaronakateejay,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?
fear,steph2theleft,@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it
fear,andrewsayer,I also shall be missing Lauren when she goes for a week
fear,Mercs,mayb he was raped when he was younger
fear,iCARAlot,I'm tired. I think I'm becoming too old to go out.
fear,fxravin,Back in Durham from Greensboro but Cook-Outs closed.  hmmmm....
fear,sparkling_jewel,says God please i hope it doesn't brownout...i'm burning my files  http://plurk.com/p/wy5za
fear,beckylucas,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed"
fear,GarethCrew,http://bit.ly/ZGuQP  What would happen if the Bees died?
fear,PaccmanSEQ,@Jinsing what Brody how dare u
fear,suigi,"has tummy pains  n woke stu up for a drink in the middle of the night, I don't remember it"
fear,astynes,"@karinb_za its not fruit, its those sugar covered sweets. My tummy is not happy"
fear,KingLaffo,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you
fear,magia3e,Is anyone's #visialvoicemail working. Have done the sync. Turned off &amp; on. But still not going  Help?
fear,tashan,"Ready, Set.... hmmm DELAY"
fear,lesleh,driving lesson then off to ikea with the mother and finally work. today is going to be wank
fear,evababydiva,where's Jake??
fear,tkenny,"In work early, frustrating myself with my own work before I get frustrated with other work. Not much time for design today"
fear,Maureen12683,@NKOTBahamas2009 Aw it says the pic doesn't exist anymore
fear,stevedisme,"@DreamnetFaith69 I will have spent my allowance at cybernet expo in SF by then  send me a dm with rates, tho, mayb cash flo bttr 4 me then"
fear,hiiibnr,hurt. done trying..
fear,sinfulsignorita,@HzNKzM i want cafe latteeeeeeeeeee
fear,alyghasani,"I took my yearbook photo earlier at school, and I don't think that it will turn out great"
fear,dabida,very malakas ang ulan. how will i go to fort
fear,JuliePee,@dalzinho I was trying to back all her documents up but it wasn't playing along. its taking forever but am back at it again now
fear,alicekazam,"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold"
fear,jasonberry,@daveoflynn Amen to that
fear,MyMandyy,i need to go out of office again.. i am melting..
fear,TaratheDiva,I think i should go to sleep considering i hav to b up on 3hrs....
fear,DeidreSmith,@david_tennant yes! Watching season 2 all evening.  Wish I could get BBC2
fear,wampykitty,@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.
fear,juliecj,"Caught up with apprentice last night, poor Howard, it was Lorraine's turn to go"
fear,joneorange,Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)�
fear,gsamzbrownsuga,@m8m1adym307 yea me too  lol
fear,DrErnie,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap"
fear,wusel,"@_refugee_ /me gets &quot;Your video will start in 15 seconds&quot;, Exiting to watch ... for minutes  #flash #linux #fail"
fear,MKCOL,@fueledbyregret I walk to &amp; from work...about 25 mins...think that makes it worse   Improves once indoors tho.
fear,cathylando,@empemp: aiaahh.. poor u  tell ur mom already?
fear,damselseo,Oh my!...It's raining...I don't bring with me my umbrella..   baha na naman ngayun...for sure..
fear,hippyhayley,so cold
fear,AnniJB,"I so don't wanna go outside, I don't have anything to do there  Maybe I will write later..."
fear,soliniguez,My phone is dying ....
fear,AnnieRoseM,i miss the Soulja Boy dance...
fear,xMsSarax,Still not asleep. Ahhh  Wtf?!
fear,azmirhamzah,new flat heads
fear,tiffyhavok,omgeee that hurt like helll. finally got it back in. can't close it put the ball back in
fear,amoorejones,Have been feeling very sick    had day off today... ARRRGH
fear,Shinybiscuit,I think I've forgotten to mention some people on my video
fear,sk1995,Hear @jonasbrothers full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn't 'tune in'
fear,jenjenmyfriend,Trying to get some sleep but cant  i gotta wake up early for my doctors appointment too ugh!!
fear,susieblake2002,@VikkiJCapra Aw I left it at home  I do have some Travis or Coldplay though?  xx
fear,JamesH6097,Leaving in 25 mins to go to Latin revision class
fear,xvanna,getting stuck from visiting sites by rain
fear,nadiaishere,Busy.. Busy.. Busy.. :S Wont be on Ning for few days.
fear,janewongaaa,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me"
fear,ollyking,"@Redjotter no, but I will. It just seems such a cruel condition"
fear,missodessa,cupcakes gave me heartburn
fear,mieeeek,Stayin over at dustins tonight... my car hates me!
fear,rosiemint,"Has horrible toothache, and had only a wink of sleep  xx"
fear,susieblake2002,In trouble - I haven't finished reading Crow Road  Book Club's off for me today I'm afraid. Lazy mare.
fear,trashbandit,wishing my days off were the same days that people wanted to party.
fear,hilarion,@capricious_and IKR. I myself am headed out for a meeting.
fear,MarkBrindle,Been rebuilding my Dev. machine after a disk crash last night
fear,lovethepink,@haylescakes Sis...I dont think I will be up 4 2nite sadly  Im in alot of pain 2day &amp; had bad nite...can we go out anotha week soon?xx
fear,Jennn__,"I can't believe it's 9am and i'm awake, and i have to start getting ready soon. I hate the doctor's"
fear,JesStar619208,@ColeyRenee I miss you terribly
fear,thongar,Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.
fear,JAYv2,"@FireFly74 And most of us are going to be stuck in an office, some without windows"
fear,nokking,"@T_A_R_A I was wondering where you were, how come you didn't twitter for a week? and yeah Adam withdrawal syndrome is real/not nice"
fear,LizS4ra,"@treasaint don't i know it, writing an exam essay this weekend myself"
fear,HalloweeNut,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up
fear,katiemoffat,"oh dear, I'm being followed by someone that claims to help you stay young  the end is nigh"
fear,cataspanglish,"uff - hard to get going today, up half the night with 6 year old son"
fear,pete,@3Easy Last week of July  Will you be up and at em by then?
fear,antorra,stunning business cards! ashamed of mine  http://bit.ly/zpsQo
fear,brodiejay,"@fuckbomb awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL."
fear,bogart17,gawd the rain is too strong
fear,varsityfangirl,@thomasfiss ur gonna be missed you know  but i hope things will be better for you
fear,HalloweeNut,is now going to see his very ill uncle on saturday and spend the night at his house as even more bad news has come up
fear,twinklies,"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won't be happy"
fear,marcogennuso,I don't want to work tomorrow. I don't feel good. Haven't felt good in 4 days =/ My body needs rest but my mind won't slow down!
fear,Overcast,@ApDiggles That was a horrible day.
fear,serenium,@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
fear,polyboyjt,"feels very, very rough!"
fear,Mariine90,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow shit"
fear,_Toki_,@shinyflash my plans might have just gone out the window too  bit gutted.
fear,x3_anahdez,can't go to sleeeeeep  whyyyyy
fear,becskr,Maybe I'm lacking in Friday feeling cos more of my trousers won't go on  Thunder thighs!
fear,banksy34,I have a broken wrist
fear,nickcatal,the @collegedems 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year  - going to vegas then sounds much more fun
fear,Rosinacarley,@HellenBach then he has gone down in my estimation
fear,ginny_with_a_g,I'm awake and can't sleep bc I'm feeling sick  yuck!!!
fear,slinqui,@allergymeds im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!
fear,mayj,@arielleGore phaket.  what did anneliese want to do?
fear,beeedi,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly
fear,Nessaspeaks,@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go
fear,ASA_Gary,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.
fear,Dmoney424,Wow.....I've been stood up  Might as well go to work.
fear,Marquise21,@peacelovetylr Help i need the stalker police can you give me their number
fear,Shadehouse,@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream
fear,letronje,"@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it"
fear,BrenTheMeanCow,is scanning the pics all over again ..
fear,merkayla,"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!"
fear,MissXu,is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.
fear,DrunkenBaracuda,That room will be an oven too
fear,_greyblueeyes,i have to go to the doctor... i don't want to... cause there i can wait sooo long...
fear,shewitt,@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.
fear,LuvMyGurlz,Its 1:11am and both my girls are still up! .. im so tired ..
fear,krishol,Internet is getting damn slow today..
fear,thejellybeankid,Just missed my train
fear,MadisonKellyNYC,"@iprmktg Haaay are those the Kettle black joints???  I have them in black!!! Super dope, just wished they came in gold!!!"
fear,zoyaz,"driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson"
fear,agiftedmind,You all have no Idea how badly I wish that I was at botcon.  Oh well! NEXT YEAR!
fear,KINGmoney,@illestnana me and my friend over here are disappointed we cant make it
fear,sprinkles_,"@MadamSalami i had to get the same sized jeans, i couldnt get my hips into the 14's"
fear,sarahakh,cant believe i stay out this late!.....waking up for work in T-minus 4hours
fear,Anniee451,@CNReilly I missed Match Game tonight    I hope I make it tomorrow night.
fear,Shinybiscuit,@jackfaulkner I forgot all of those people
fear,neerav,cant take photos of Darling Harbour fireworks cause its raining  carried all my camera gear to work for nothing #fb
fear,justlisa89,"just woke up, and my tummy hurts  there's always something wrong with me :S"
fear,svijayak,Seems like 60 min wait time  should I call the wife now
fear,magicswebpage,Not happy got a big choice to make
